id|inflo_chnl_id|reg_dts|질문|답변|액션|버튼|intent_id
21327189|904a3d91-77c9-4a1c-91a7-d1a741987b21|2026-07-01 20:14:01.761000+09:00|교환/환불안내|"교환/환불은 상품을 개봉하지 않은 정상상품에 한 해 영수증 및 결제수단 지참 후 구매하신 매장에 방문하시기 바랍니다
오더픽, 와인그랩,배달상품 등은 제외됩니다 (이마트앱전용상품)
구입 후 30일 이내이며, 신선식품 및 냉동/냉장 식품은 7일 이내입니다.
구매 시 사용한 결제 수단으로 환불되며, 영수증을 분실하신 경우 결제하신 신용카드 혹은 포인트 적립 구매 내역 확인 후 교환 및 환불 가능합니다.
* 상품권 환불의 경우 영수증 필 참 후 30일 이내 방문하시면 가능합니다
* 교환 가능한 정상 제품이 없는 경우 환불만 가능합니다.
  (배송 전용 상품은 매장 교환 불가)

* 대기없이 간편하게 환불을 접수할 수 있는 빠른환불 서비스를 운영 중입니다. 아래 버튼을 클릭하여 지금 바로 접수해 보세요!"|webLink|빠른 환불|[]
21325273|9072eb5e-ba92-4394-b31f-1bf4d5691398|2026-07-01 19:08:55.199000+09:00|교환/환불|질문을 선택해 주세요.|dialogFlowButton|교환/환불안내,무실물/무방문 환불,상품권 환불,결제취소 입금,쓱배송 점포 환불,영수증|[]
21325277|9072eb5e-ba92-4394-b31f-1bf4d5691398|2026-07-01 19:08:57.996000+09:00|교환/환불안내|"교환/환불은 상품을 개봉하지 않은 정상상품에 한 해 영수증 및 결제수단 지참 후 구매하신 매장에 방문하시기 바랍니다
오더픽, 와인그랩,배달상품 등은 제외됩니다 (이마트앱전용상품)
구입 후 30일 이내이며, 신선식품 및 냉동/냉장 식품은 7일 이내입니다.
구매 시 사용한 결제 수단으로 환불되며, 영수증을 분실하신 경우 결제하신 신용카드 혹은 포인트 적립 구매 내역 확인 후 교환 및 환불 가능합니다.
* 상품권 환불의 경우 영수증 필 참 후 30일 이내 방문하시면 가능합니다
* 교환 가능한 정상 제품이 없는 경우 환불만 가능합니다.
  (배송 전용 상품은 매장 교환 불가)

* 대기없이 간편하게 환불을 접수할 수 있는 빠른환불 서비스를 운영 중입니다. 아래 버튼을 클릭하여 지금 바로 접수해 보세요!"|webLink|빠른 환불|[]
21325315|9072eb5e-ba92-4394-b31f-1bf4d5691398|2026-07-01 19:09:30.086000+09:00|상담실과 통화는 불가능한가요??|채팅 상담원을 연결하면 실시간으로 궁금한 사항을 질문할 수 있습니다|message|채팅상담|[137]
21321695|907c70cd-9bfe-4bc5-9aea-974fcb00c1df|2026-07-01 17:33:30.267000+09:00|컷팅수박|신선 상품은 채팅상담을 통해 안내해 드리겠습니다|message|채팅상담|[4]
21305809|90b391c0-2a1a-49c5-a65a-df9cfb5d0d61|2026-07-01 10:48:33.311000+09:00|안녕하세요 .원주엘린어린이집입니다|"점포별 입점 매장 정보는 이마트앱 또는 홈페이지에서 확인하실 수 있습니다.
하단 점포안내 버튼을 누르시면 해당 점포의 상세 화면으로 이동합니다.
 
또는, 이렇게 검색해보세요:
""000 전화번호 알려줘"""|webLink|점포안내|[31]
21305836|90b391c0-2a1a-49c5-a65a-df9cfb5d0d61|2026-07-01 10:49:06.915000+09:00|원주이마트고객센터검색해줘|"점포별 입점 매장 정보는 이마트앱 또는 홈페이지에서 확인하실 수 있습니다.
하단 점포안내 버튼을 누르시면 해당 점포의 상세 화면으로 이동합니다.
 
또는, 이렇게 검색해보세요:
""000 전화번호 알려줘"""|webLink|점포안내|[31]
21308614|90d326d0-f778-4f6b-abc0-93382845db83|2026-07-01 12:03:37.026000+09:00|상품|질문을 선택해 주세요.|dialogFlowButton|상품검색,입고문의,대량구매,기타문의|[]
21308618|90d326d0-f778-4f6b-abc0-93382845db83|2026-07-01 12:03:43.046000+09:00|상품검색|질문을 선택해 주세요.|dialogFlowButton|일반상품,신선식품,가전상품|[]
21308627|90d326d0-f778-4f6b-abc0-93382845db83|2026-07-01 12:03:50.479000+09:00|기타문의|질문을 선택해 주세요.|dialogFlowButton|A/S,상품예약,불량상품|[]
21308634|90d326d0-f778-4f6b-abc0-93382845db83|2026-07-01 12:04:00.207000+09:00|상품|질문을 선택해 주세요.|dialogFlowButton|상품검색,입고문의,대량구매,기타문의|[]
21308636|90d326d0-f778-4f6b-abc0-93382845db83|2026-07-01 12:04:02.567000+09:00|상품검색|질문을 선택해 주세요.|dialogFlowButton|일반상품,신선식품,가전상품|[]
21308640|90d326d0-f778-4f6b-abc0-93382845db83|2026-07-01 12:04:04.802000+09:00|일반상품|"아래 버튼을 눌러 상품 가격 및 재고를 검색하시기 바랍니다
※영업 상황에 따라 가격 및 재고 수량이 차이가 날 수 있습니다"|EMART_PRODUCT_SEARCH|상품검색|[]
21308646|90d326d0-f778-4f6b-abc0-93382845db83|2026-07-01 12:04:29.474000+09:00|미샤매장 있나요|"점포별 입점 매장 정보는 이마트앱 또는 홈페이지에서 확인하실 수 있습니다.
하단 점포안내 버튼을 누르시면 해당 점포의 상세 화면으로 이동합니다.
 
또는, 이렇게 검색해보세요:
""000 전화번호 알려줘"""|webLink|점포안내|[31]
21317155|90dc9144-2822-4686-a8fc-ad4b4fa1f237|2026-07-01 15:49:37.629000+09:00|모바일쿠폰 사용가능한가요|원하는 답변을 선택해 주세요.|dialogFlowButton|이마트 앱 쿠폰 사용 방법,모바일 상품권 교환 방법,모바일 상품권 구매 방법|[2106, 2083, 2082]
21317161|90dc9144-2822-4686-a8fc-ad4b4fa1f237|2026-07-01 15:49:43.223000+09:00|모바일 상품권 교환 방법|"노브랜드에서는 모바일 사용품권 교환이 불가 합니다.
모바일 상품권 교환은 가까운 이마트/트레이더스 매장을 방문하여 키오스크를 이용하여 주시기 바랍니다.
단, 이마트로 명시된 모바일 상품권만 가능하며 유효기간 내 교환 부탁드립니다.
*신세계백화점으로만 명시 시 이마트에서 교환 불가"|||[]
21317183|90dc9144-2822-4686-a8fc-ad4b4fa1f237|2026-07-01 15:50:04.689000+09:00|모바일 상품권 구매 방법|노브랜드 에서는 모바일 상품권을 판매하지 않습니다. SSG.COM등 인터넷을 통해 구매 가능하십니다|||[]
21319205|91068423-14c1-4b5f-afba-45718b91046f|2026-07-01 16:35:10.631000+09:00|현금사용매장인가요?|"노브랜드에서는 신세계상품권 사용이 가능하나 현금없는 매장에서는 사용이 불가합니다.
현금없는 매장은 점포정보를 통해 전문점/편의시설에서 확인 가능합니다(미기재 시 상품권 사용 가능)
그 외 노브랜드에서는 상품권 구매 및 교환 등 관련 업무를 진행하지 않으니 가까운 이마트/트레이더스를 이용하여 주시기 바랍니다."|||[2900]
21305464|913c00ff-a1e4-490b-9c9e-65a745dcc63a|2026-07-01 10:40:01.217000+09:00|재고조회|"아래 버튼을 눌러 상품 가격 및 재고를 검색하시기 바랍니다
※영업 상황에 따라 가격 및 재고 수량이 차이가 날 수 있습니다"|EMART_PRODUCT_SEARCH|상품검색|[1003]
21320739|914646a2-2ba8-4821-b2c5-d082d304a3b2|2026-07-01 17:10:56.352000+09:00|상품|질문을 선택해 주세요.|dialogFlowButton|상품검색,입고문의,대량구매,기타문의|[]
21320741|914646a2-2ba8-4821-b2c5-d082d304a3b2|2026-07-01 17:10:58.183000+09:00|상품검색|질문을 선택해 주세요.|dialogFlowButton|일반상품,신선식품,가전상품|[]
21320747|914646a2-2ba8-4821-b2c5-d082d304a3b2|2026-07-01 17:11:00.750000+09:00|일반상품|"아래 버튼을 눌러 상품 가격 및 재고를 검색하시기 바랍니다
※영업 상황에 따라 가격 및 재고 수량이 차이가 날 수 있습니다"|EMART_PRODUCT_SEARCH|상품검색|[]
21329221|91617f25-03f3-4b49-b2a9-17137acfa846|2026-07-01 22:39:56.483000+09:00|조금 전에 수박을 구매 했는데 먹을려고 잘라보니 모자이크 병 걸린거 같아서 반품하고 싶습니다|"고객님 불편을 드려 죄송합니다.
번거로우시겠지만 구매 점포 고객만족센터로 불량상품, 결제 영수증, 결제 수단을 가지고 교환/환불 기한 내 방문해 주시면 담당자가 확인 후 처리 도와드리겠습니다.
* 교환/환불 기한: 신선 7일/ 비신선 30일"|webLink|빠른 환불|[1012]
21329229|91617f25-03f3-4b49-b2a9-17137acfa846|2026-07-01 22:41:24.719000+09:00|이마티콘이 뭐임|원하는 답변을 선택해 주세요.|dialogFlowButton|이마티콘 안내,이마티콘 구매 방법,이마티콘 사용처|[1086, 1088, 1087]
21329231|91617f25-03f3-4b49-b2a9-17137acfa846|2026-07-01 22:41:28.886000+09:00|이마티콘 안내|"이마티콘은 이마트, 트레이더스 및 노브랜드에서 쇼핑할 때 바코드를 통해 결제하는 금액권 입니다. 전액 사용형과 잔액 관리형, 충전형이 있으니 해당 부분을 확인하시어 사용하시면 됩니다
*이마트(안양점/부천점), 노브랜드 FC점포에서는 사용이 불가 합니다"|||[]
21303320|917997bc-2a69-4261-9bf7-37c73c1e00ae|2026-07-01 09:11:31.470000+09:00|전자영수증 재발급은 어떻게 받나요?|원하는 답변을 선택해 주세요.|dialogFlowButton|영수증 재발행,상품권 환불,모바일 영수증 안내|[1048, 1044, 1049]
21303322|917997bc-2a69-4261-9bf7-37c73c1e00ae|2026-07-01 09:11:41.624000+09:00|모바일 영수증 안내|"모바일 영수증으로 종이 영수증과 동일하게 교환/환불이 가능합니다.
신세계포인트 적립 시 자동으로 발급되며 이마트앱을 통해 확인 가능 합니다
종이 영수증을 안 받고 모바일 영수증으로 만 발급하는 방법은 아래 안내 가이드를 참고하시기 바랍니다
이마트 앱 또는 홈페이지 접속 -> 로그인 -> 마이페이지 -> 영수증 -> 하단 모바일 영수증만 받기 체크
* 다시 종이 영수증으로 받고 싶으면 체크를 해제하시면 됩니다"|||[]
21324293|919fa802-ce26-4838-8f97-670d23e034a1|2026-07-01 18:41:25.960000+09:00|교환/환불|질문을 선택해 주세요.|dialogFlowButton|교환/환불안내,무실물/무방문 환불,상품권 환불,결제취소 입금,쓱배송 점포 환불,영수증|[]
21324303|919fa802-ce26-4838-8f97-670d23e034a1|2026-07-01 18:41:32.009000+09:00|영수증|질문을 선택해 주세요.|dialogFlowButton|영수증 재발행,모바일 영수증|[]
21311742|91c4617c-0587-4535-b001-74378ea067e6|2026-07-01 13:21:38.998000+09:00|행사|질문을 선택해 주세요.|dialogFlowButton|전단보기,행사안내,행사 적용방법,맘키즈클럽|[]
21311750|91c4617c-0587-4535-b001-74378ea067e6|2026-07-01 13:21:48.387000+09:00|행사안내|질문을 선택해 주세요.|dialogFlowButton|행사기간안내,임대매장 및 평대행사|[]
21326959|921dda05-30c8-408a-a638-b88057f77fcc|2026-07-01 20:06:19.797000+09:00|행사|질문을 선택해 주세요.|dialogFlowButton|전단보기,행사안내,행사 적용방법,맘키즈클럽|[]
21326969|921dda05-30c8-408a-a638-b88057f77fcc|2026-07-01 20:06:26.227000+09:00|쿠폰|질문을 선택해 주세요.|dialogFlowButton|쿠폰 사용방법,쿠폰 사용확인,쿠폰자동적용,쿠폰적용 제외품목,제휴사쿠폰 사용방법|[]
21326975|921dda05-30c8-408a-a638-b88057f77fcc|2026-07-01 20:06:33.711000+09:00|행사|질문을 선택해 주세요.|dialogFlowButton|전단보기,행사안내,행사 적용방법,맘키즈클럽|[]
21326979|921dda05-30c8-408a-a638-b88057f77fcc|2026-07-01 20:06:36.741000+09:00|행사안내|질문을 선택해 주세요.|dialogFlowButton|행사기간안내,임대매장 및 평대행사|[]
21326981|921dda05-30c8-408a-a638-b88057f77fcc|2026-07-01 20:06:38.856000+09:00|행사기간안내|"행사 기간은 상품별로 상이 할 수 있으며, 목요일 기준으로 운영되고 있습니다.(1~2주)
이마트 앱 내 전단 광고 페이지 또는 이벤트 페이지를 통해 확인하실 수 있습니다"|webLink|전단/신문광고|[]
21326109|921ef2d7-ce80-4674-b52a-f622324e4c99|2026-07-01 19:37:43.593000+09:00|상품|질문을 선택해 주세요.|dialogFlowButton|상품검색,입고문의,대량구매,기타문의|[]
21326113|921ef2d7-ce80-4674-b52a-f622324e4c99|2026-07-01 19:37:46.613000+09:00|기타문의|질문을 선택해 주세요.|dialogFlowButton|A/S,상품예약,불량상품|[]
21326117|921ef2d7-ce80-4674-b52a-f622324e4c99|2026-07-01 19:37:48.628000+09:00|불량상품|"고객님 불편을 드려 죄송합니다.
번거로우시겠지만 구매 점포 고객만족센터로 불량상품, 결제 영수증, 결제 수단을 가지고 교환/환불 기한 내 방문해 주시면 담당자가 확인 후 처리 도와드리겠습니다.
* 교환/환불 기한: 신선 7일/ 비신선 30일"|webLink|빠른 환불|[]
21326867|92234cfc-056f-4861-899c-77e2f554ce18|2026-07-01 20:02:35.628000+09:00|네모블럭을 샀는데 열쇠고리 블럭이 었어요|원하는 답변을 선택해 주세요.|dialogFlowButton|불량상품 발생 시,SSG.COM 관련 문의,상품권 환불|[12, 142, 44]
21326871|92234cfc-056f-4861-899c-77e2f554ce18|2026-07-01 20:02:41.148000+09:00|불량상품 발생 시|"고객님 불편을 드려 죄송합니다.
번거로우시겠지만 구매 점포 고객만족센터로 불량상품, 결제 영수증, 결제 수단을 가지고 방문 접수해 주시면 담당자가 확인 후 처리 도와드리겠습니다"|webLink|빠른 환불|[]
21311690|922651d2-cbfa-49aa-a22b-e6d32f7d1bb2|2026-07-01 13:20:54.533000+09:00|이마트 공덕점 매장에서 구입한 물건 배송 심청 마감 시간 알려주세요|원하는 답변을 선택해 주세요.|dialogFlowButton|SSG.COM 배송상품 이마트에서 환불 가능 여부,임대매장 및 평대행사,SSG.COM 관련 문의|[46, 17, 142]
21322266|9244e8fa-0b76-4385-9751-ed76d709d44b|2026-07-01 17:47:25.174000+09:00|매장안내|질문을 선택해 주세요.|dialogFlowButton|점포정보,편의시설,기타안내|[]
21322269|9244e8fa-0b76-4385-9751-ed76d709d44b|2026-07-01 17:47:27.036000+09:00|기타안내|질문을 선택해 주세요.|dialogFlowButton|장바구니 안내,지역 쓰레기봉투 및 음식물 판매,공병수거,애견동반|[]
21322279|9244e8fa-0b76-4385-9751-ed76d709d44b|2026-07-01 17:47:35.365000+09:00|공병수거|"공병수거는 점포 운영시간 내, 고객만족센터 또는 무인 공병 수거함으로 방문하시면 환급 가능합니다.
반환하실 제품의 표면 라벨 및 뚜껑 등에 반환 보증금액이 표기되어 있습니다.
*1인당 일 30병으로 제한됩니다."|||[]
21326235|925c4cd2-a516-4daa-82c5-0771f387a5bc|2026-07-01 19:39:52.271000+09:00|상품|질문을 선택해 주세요.|dialogFlowButton|상품검색,입고문의,대량구매,기타문의|[]
21326237|925c4cd2-a516-4daa-82c5-0771f387a5bc|2026-07-01 19:39:55.130000+09:00|기타문의|질문을 선택해 주세요.|dialogFlowButton|A/S,상품예약,불량상품|[]
21326243|925c4cd2-a516-4daa-82c5-0771f387a5bc|2026-07-01 19:39:58.261000+09:00|불량상품|"고객님 불편을 드려 죄송합니다.
번거로우시겠지만 구매 점포 고객만족센터로 불량상품, 결제 영수증, 결제 수단을 가지고 교환/환불 기한 내 방문해 주시면 담당자가 확인 후 처리 도와드리겠습니다.
* 교환/환불 기한: 신선 7일/ 비신선 30일"|webLink|빠른 환불|[]
21306296|9271a6b5-cc84-495c-9f7c-667b5758189a|2026-07-01 11:01:01.800000+09:00|가전제품구입후환불처리|"교환/환불은 상품을 개봉하지 않은 정상상품에 한 해 영수증 및 결제수단 지참 후 구매하신 매장에 방문하시기 바랍니다
구입 후 30일 이내이며, 신선식품 및 냉동/냉장 식품은 7일 이내입니다.
구매 시 사용한 결제 수단으로 환불되며, 영수증을 분실하신 경우 결제하신 신용카드 혹은 포인트 적립 구매 내역 확인 후 교환 및 환불 가능합니다.
* 상품권 환불의 경우 영수증 필 참 후 30일 이내 방문하시면 가능합니다

* 대기없이 간편하게 환불을 접수할 수 있는 빠른환불 서비스를 운영 중입니다. 아래 버튼을 클릭하여 지금 바로 접수해 보세요!"|webLink|빠른 환불|[1042]
21310708|9272555b-a300-4b4c-abbf-ed3854f1bade|2026-07-01 12:58:04.430000+09:00|하남 트레이더스 미숫가루 위치|"아래 버튼을 눌러 상품 가격 및 재고를 검색하시기 바랍니다
※영업 상황에 따라 가격 및 재고 수량이 차이가 날 수 있습니다"|EMART_PRODUCT_SEARCH|상품검색|[1003]
21306173|9272f09f-8842-47de-9c2c-62f7d1a70296|2026-07-01 10:57:59.501000+09:00|교환/환불|질문을 선택해 주세요.|dialogFlowButton|교환/환불안내,무실물/무방문 환불,상품권 환불,결제취소 입금,쓱배송 점포 환불,영수증|[]
21306178|9272f09f-8842-47de-9c2c-62f7d1a70296|2026-07-01 10:58:05.127000+09:00|교환/환불안내|"교환/환불은 상품을 개봉하지 않은 정상상품에 한 해 영수증 및 결제수단 지참 후 구매하신 매장에 방문하시기 바랍니다
오더픽, 와인그랩,배달상품 등은 제외됩니다 (이마트앱전용상품)
구입 후 30일 이내이며, 신선식품 및 냉동/냉장 식품은 7일 이내입니다.
구매 시 사용한 결제 수단으로 환불되며, 영수증을 분실하신 경우 결제하신 신용카드 혹은 포인트 적립 구매 내역 확인 후 교환 및 환불 가능합니다.
* 상품권 환불의 경우 영수증 필 참 후 30일 이내 방문하시면 가능합니다
* 교환 가능한 정상 제품이 없는 경우 환불만 가능합니다.
  (배송 전용 상품은 매장 교환 불가)

* 대기없이 간편하게 환불을 접수할 수 있는 빠른환불 서비스를 운영 중입니다. 아래 버튼을 클릭하여 지금 바로 접수해 보세요!"|webLink|빠른 환불|[]
21309082|92788d02-6ef4-442d-a26a-4bad0eb82689|2026-07-01 12:14:27.632000+09:00|안녕하세요~ 조금전 이마트갔다왔는데 초록색(민트색)안경|원하는 답변을 선택해 주세요.|dialogFlowButton|상품권 환불,불량상품 발생 시,할인 미적용 시|[44, 12, 22]
21309098|92788d02-6ef4-442d-a26a-4bad0eb82689|2026-07-01 12:14:54.615000+09:00|안경 분실물 들어온있을까요?|원하는 답변을 선택해 주세요.|dialogFlowButton|분실물 문의,A/S 관련 문의,물품 구매 후 도난 방지 자석(하드택) 미 제거 시|[135, 10, 144]
21309106|92788d02-6ef4-442d-a26a-4bad0eb82689|2026-07-01 12:15:03.826000+09:00|분실물 문의|매장 내에 분실, 습득물 문의는 상담 분실물 버튼을 통해 상담 가능합니다|LOST_FOUND|e-유실물센터|[]
21309138|92788d02-6ef4-442d-a26a-4bad0eb82689|2026-07-01 12:15:38.858000+09:00|민트색(초록색)안경 분실물 들어온거있을까요?|원하는 답변을 선택해 주세요.|dialogFlowButton|분실물 문의,물품 구매 후 도난 방지 자석(하드택) 미 제거 시,불량상품 발생 시|[135, 144, 12]
21309150|92788d02-6ef4-442d-a26a-4bad0eb82689|2026-07-01 12:15:49.216000+09:00|분실물 문의|매장 내에 분실, 습득물 문의는 상담 분실물 버튼을 통해 상담 가능합니다|LOST_FOUND|e-유실물센터|[]
21326123|92a9ddc3-a732-4e34-a521-faf89043cb79|2026-07-01 19:37:54.769000+09:00|교환/환불|질문을 선택해 주세요.|dialogFlowButton|교환/환불안내,무실물/무방문 환불,상품권 환불,결제취소 입금,쓱배송 점포 환불,영수증|[]
21326135|92a9ddc3-a732-4e34-a521-faf89043cb79|2026-07-01 19:38:02.703000+09:00|교환/환불안내|"교환/환불은 상품을 개봉하지 않은 정상상품에 한 해 영수증 및 결제수단 지참 후 구매하신 매장에 방문하시기 바랍니다
오더픽, 와인그랩,배달상품 등은 제외됩니다 (이마트앱전용상품)
구입 후 30일 이내이며, 신선식품 및 냉동/냉장 식품은 7일 이내입니다.
구매 시 사용한 결제 수단으로 환불되며, 영수증을 분실하신 경우 결제하신 신용카드 혹은 포인트 적립 구매 내역 확인 후 교환 및 환불 가능합니다.
* 상품권 환불의 경우 영수증 필 참 후 30일 이내 방문하시면 가능합니다
* 교환 가능한 정상 제품이 없는 경우 환불만 가능합니다.
  (배송 전용 상품은 매장 교환 불가)

* 대기없이 간편하게 환불을 접수할 수 있는 빠른환불 서비스를 운영 중입니다. 아래 버튼을 클릭하여 지금 바로 접수해 보세요!"|webLink|빠른 환불|[]
21326245|92a9ddc3-a732-4e34-a521-faf89043cb79|2026-07-01 19:39:59.602000+09:00|교환/환불|질문을 선택해 주세요.|dialogFlowButton|교환/환불안내,무실물/무방문 환불,상품권 환불,결제취소 입금,쓱배송 점포 환불,영수증|[]
21326247|92a9ddc3-a732-4e34-a521-faf89043cb79|2026-07-01 19:40:01.008000+09:00|교환/환불안내|"교환/환불은 상품을 개봉하지 않은 정상상품에 한 해 영수증 및 결제수단 지참 후 구매하신 매장에 방문하시기 바랍니다
오더픽, 와인그랩,배달상품 등은 제외됩니다 (이마트앱전용상품)
구입 후 30일 이내이며, 신선식품 및 냉동/냉장 식품은 7일 이내입니다.
구매 시 사용한 결제 수단으로 환불되며, 영수증을 분실하신 경우 결제하신 신용카드 혹은 포인트 적립 구매 내역 확인 후 교환 및 환불 가능합니다.
* 상품권 환불의 경우 영수증 필 참 후 30일 이내 방문하시면 가능합니다
* 교환 가능한 정상 제품이 없는 경우 환불만 가능합니다.
  (배송 전용 상품은 매장 교환 불가)

* 대기없이 간편하게 환불을 접수할 수 있는 빠른환불 서비스를 운영 중입니다. 아래 버튼을 클릭하여 지금 바로 접수해 보세요!"|webLink|빠른 환불|[]
21309312|92ee774c-bb90-400b-8f34-d238761d0f0c|2026-07-01 12:19:33.977000+09:00|오늘 영업 하나요?|"월 2회 의무휴점을 실시하고 있습니다. 방문 예정에 참고해 주시기 바랍니다.
이번 달 휴점일은 점포안내에서 확인하실 수 있습니다"|webLink|점포안내|[28]
21321887|930e9b09-02ee-413d-89b5-ffb01fb7f34f|2026-07-01 17:38:39.262000+09:00|교환/환불|질문을 선택해 주세요.|dialogFlowButton|교환/환불안내,무실물/무방문 환불,상품권 환불,결제취소 입금,쓱배송 점포 환불,영수증|[]
21321889|930e9b09-02ee-413d-89b5-ffb01fb7f34f|2026-07-01 17:38:43.368000+09:00|교환/환불안내|"교환/환불은 상품을 개봉하지 않은 정상상품에 한 해 영수증 및 결제수단 지참 후 구매하신 매장에 방문하시기 바랍니다
구입 후 30일 이내이며, 신선식품 및 냉동/냉장 식품은 7일 이내입니다.
구매 시 사용한 결제 수단으로 환불되며, 영수증을 분실하신 경우 결제하신 신용카드 혹은 포인트 적립 구매 내역 확인 후 교환 및 환불 가능합니다.
* 상품권 환불의 경우 영수증 필 참 후 30일 이내 방문하시면 가능합니다

* 대기없이 간편하게 환불을 접수할 수 있는 빠른환불 서비스를 운영 중입니다. 아래 버튼을 클릭하여 지금 바로 접수해 보세요!"|webLink|빠른 환불|[]
21328347|932d247e-a149-4ff4-8f43-166fd2bb2ca6|2026-07-01 20:57:32.523000+09:00|배소멉체가 퀵퀵카트라고 카톡에 있네요|원하는 답변을 선택해 주세요.|dialogFlowButton|점포 상품 구매시 배달 가능 여부,카드취소 후 입금 안내,이마트 영업시간|[128, 45, 29]
21314916|9355601f-6405-4050-bc9a-4878f0c49462|2026-07-01 14:46:09.382000+09:00|29일 선풍기구매했는데 나사가  부족하네요|"고객님 불편을 드려 죄송합니다.
번거로우시겠지만 구매 점포 고객만족센터로 불량상품, 결제 영수증, 결제 수단을 가지고 방문 접수해 주시면 담당자가 확인 후 처리 도와드리겠습니다"|webLink|빠른 환불|[12]
21324373|935ccd14-e3d3-4b21-bca7-87faa34bc278|2026-07-01 18:43:12.518000+09:00|교환/환불|질문을 선택해 주세요.|dialogFlowButton|교환/환불안내,무실물/무방문 환불,상품권 환불,결제취소 입금,쓱배송 점포 환불,영수증|[]
21324379|935ccd14-e3d3-4b21-bca7-87faa34bc278|2026-07-01 18:43:19.858000+09:00|교환/환불안내|"교환/환불은 상품을 개봉하지 않은 정상상품에 한 해 영수증 및 결제수단 지참 후 구매하신 매장에 방문하시기 바랍니다
구입 후 30일 이내이며, 신선식품 및 냉동/냉장 식품은 7일 이내입니다.
구매 시 사용한 결제 수단으로 환불되며, 영수증을 분실하신 경우 결제하신 신용카드 혹은 포인트 적립 구매 내역 확인 후 교환 및 환불 가능합니다.
* 상품권 환불의 경우 영수증 필 참 후 30일 이내 방문하시면 가능합니다

* 대기없이 간편하게 환불을 접수할 수 있는 빠른환불 서비스를 운영 중입니다. 아래 버튼을 클릭하여 지금 바로 접수해 보세요!"|webLink|빠른 환불|[]
21324523|935ccd14-e3d3-4b21-bca7-87faa34bc278|2026-07-01 18:46:01.385000+09:00|수박이 너무익어 차에 실었더니 빠지직하고 가라졌어요|"고객님 불편을 드려 죄송합니다.
번거로우시겠지만 구매 점포 고객만족센터로 불량상품, 결제 영수증, 결제 수단을 가지고 교환/환불 기한 내 방문해 주시면 담당자가 확인 후 처리 도와드리겠습니다.
* 교환/환불 기한: 신선 7일/ 비신선 30일"|webLink|빠른 환불|[1012]
21322917|936e813f-a518-454c-90ce-ba96b12514a9|2026-07-01 18:05:18.320000+09:00|교환/환불|질문을 선택해 주세요.|dialogFlowButton|교환/환불안내,무실물/무방문 환불,상품권 환불,결제취소 입금,쓱배송 점포 환불,영수증|[]
21322937|936e813f-a518-454c-90ce-ba96b12514a9|2026-07-01 18:05:26.352000+09:00|교환/환불안내|"교환/환불은 상품을 개봉하지 않은 정상상품에 한 해 영수증 및 결제수단 지참 후 구매하신 매장에 방문하시기 바랍니다
오더픽, 와인그랩,배달상품 등은 제외됩니다 (이마트앱전용상품)
구입 후 30일 이내이며, 신선식품 및 냉동/냉장 식품은 7일 이내입니다.
구매 시 사용한 결제 수단으로 환불되며, 영수증을 분실하신 경우 결제하신 신용카드 혹은 포인트 적립 구매 내역 확인 후 교환 및 환불 가능합니다.
* 상품권 환불의 경우 영수증 필 참 후 30일 이내 방문하시면 가능합니다
* 교환 가능한 정상 제품이 없는 경우 환불만 가능합니다.
  (배송 전용 상품은 매장 교환 불가)

* 대기없이 간편하게 환불을 접수할 수 있는 빠른환불 서비스를 운영 중입니다. 아래 버튼을 클릭하여 지금 바로 접수해 보세요!"|webLink|빠른 환불|[]
21319420|937fb98f-8932-4c2d-9cdb-0599108f1b77|2026-07-01 16:39:00.818000+09:00|신세계 상품권 카드로 구입가능한가요?|원하는 답변을 선택해 주세요.|dialogFlowButton|상품권 구매 방법,법인카드로 상품권 구매 방법,사용가능 상품권|[69, 70, 76]
21319425|937fb98f-8932-4c2d-9cdb-0599108f1b77|2026-07-01 16:39:06.404000+09:00|상품권 구매 방법|"상품권 키오스크에서 신세계 상품권만 1회 500만원까지 액면가로 구매 가능하며 현금, 현금 IC 칩 카드, 법인카드로만 구매 가능합니다. 또한, SSG.COM을 통해 구매 후 이마트 매장 키오스크에서 전환도 가능합니다.
*단 개인 신용카드 및 계좌이체 결제는 불가."|webLink|상품권 구매|[]
21306824|9392a2e8-f05e-4374-b7d4-eef34fc1c589|2026-07-01 11:14:24.915000+09:00|3층 온라인몰 차량대기 앞에서 기사아저씨들 흡연중. 담배연기 주차장내로 글어옴|원하는 답변을 선택해 주세요.|dialogFlowButton|주차 민원 사고 발생 시,매장 직원 호출,SSG.COM 관련 문의|[63, 131, 142]
21306833|9392a2e8-f05e-4374-b7d4-eef34fc1c589|2026-07-01 11:14:35.730000+09:00|주차 민원 사고 발생 시|주차와 관련된 각종 민원 사고 신고 접수는 채팅상담을 통해 가능하십니다|message|채팅상담|[]
21306866|9392a2e8-f05e-4374-b7d4-eef34fc1c589|2026-07-01 11:15:20.574000+09:00|3층 온라인몰 차량대기 앞에서 기사아저씨들 흡연중. 담배연기 주차장내로  모두 들어옴|원하는 답변을 선택해 주세요.|dialogFlowButton|주차 민원 사고 발생 시,매장 직원 호출,사용가능 상품권|[63, 131, 76]
21307098|9394ddc0-77ce-497a-8706-7e971c643a35|2026-07-01 11:22:11.451000+09:00|상품|질문을 선택해 주세요.|dialogFlowButton|상품검색,입고문의,대량구매,기타문의|[]
